noise_level,replicate,method,success,vmax,km,r2,vmax_relative_error,km_relative_error,reason
0.03,23,nonlinear,True,99.02980220711278,5.116483083729332,0.995060494174506,0.009701977928872197,0.023296616745866316,
0.03,23,lineweaver_burk,True,92.19055158630105,4.600777122064573,0.9860185488134561,0.07809448413698945,0.07984457558708549,
0.03,24,nonlinear,True,103.2537647043642,5.243434882630457,0.9950268803891854,0.03253764704364201,0.04868697652609146,
0.03,24,lineweaver_burk,True,102.68341620528881,5.159491272060167,0.9949862548924266,0.026834162052888074,0.031898254412033464,
0.03,25,nonlinear,True,100.3852370756713,5.112261889580983,0.9965175682684059,0.003852370756712986,0.022452377916196652,
0.03,25,lineweaver_burk,True,99.66500229638324,5.050437399798263,0.9964321428683646,0.003349977036167644,0.010087479959652512,
0.03,26,nonlinear,True,101.64508633145634,5.421986146386823,0.9986978979699743,0.016450863314563406,0.08439722927736462,
0.03,26,lineweaver_burk,True,93.16124539931356,4.595064389898214,0.9878103709657663,0.06838754600686442,0.08098712202035721,
0.03,27,nonlinear,True,98.9021913647152,4.684908108339087,0.9954828062834407,0.010978086352848066,0.06301837833218257,
0.03,27,lineweaver_burk,True,96.46737602474632,4.585900253346848,0.9938525470572513,0.03532623975253685,0.08281994933063039,
0.03,28,nonlinear,True,102.19390578693324,5.352636382529251,0.9975663620565998,0.02193905786933243,0.07052727650585026,
0.03,28,lineweaver_burk,True,101.23795979031729,5.268321032052068,0.9974268784681762,0.012379597903172907,0.053664206410413584,
0.03,29,nonlinear,True,101.83182874315311,5.197877572639648,0.9953426952311019,0.018318287431531105,0.03957551452792955,
0.03,29,lineweaver_burk,True,95.89714388905429,4.677168530582302,0.9897054384565587,0.04102856110945709,0.06456629388353967,
0.03,30,nonlinear,True,104.19207446237363,5.427323873113741,0.9979085533174491,0.04192074462373625,0.08546477462274815,
0.03,30,lineweaver_burk,True,97.34122214831456,4.740332369793316,0.9914996930337865,0.026587778516854427,0.05193352604133672,
0.03,31,nonlinear,True,97.79274490398133,4.812146739256971,0.9988562119875923,0.022072550960186704,0.03757065214860589,
0.03,31,lineweaver_burk,True,98.06608099794724,4.868523336408944,0.9988380672642786,0.01933919002052761,0.026295332718211207,
0.03,32,nonlinear,True,99.99479249894038,4.92156802087467,0.9981912162854161,5.207501059615538e-05,0.015686395825066056,
0.03,32,lineweaver_burk,True,100.54686797862391,5.00635921204553,0.9981476654150254,0.005468679786239079,0.0012718424091060498,
0.03,33,nonlinear,True,99.65465051705546,4.988539900249166,0.999072128776863,0.0034534948294454183,0.0022920199501667684,
0.03,33,lineweaver_burk,True,103.48988733913077,5.275323196172783,0.9963681135585946,0.03489887339130775,0.05506463923455662,
0.03,34,nonlinear,True,98.28336436721149,4.824730100716054,0.9988512138878407,0.017166356327885098,0.03505397985678922,
0.03,34,lineweaver_burk,True,96.9765755311274,4.708773690698579,0.9985552367341758,0.030234244688726052,0.058245261860284184,
0.03,35,nonlinear,True,101.46434209099895,5.1650816631053615,0.9991477479030979,0.014643420909989545,0.03301633262107231,
0.03,35,lineweaver_burk,True,105.3099701999937,5.499377564321072,0.9968686366403683,0.05309970199993699,0.09987551286421432,
0.03,36,nonlinear,True,101.18897607679587,5.113214182759494,0.9979455216518828,0.011889760767958677,0.022642836551898783,
